ID,Family,Core,Additional,Surface Chemistry,Shape,Size,Charge,Dose,Toxicity
nbi_0096,metal oxide,zinc oxide [ZnO],N/A,benzoic acid,unknown,26,0,8.00E-08,0.29
nbi_0096,metal oxide,zinc oxide [ZnO],N/A,benzoic acid,unknown,26,0,4.00E-07,0.08
nbi_0096,metal oxide,zinc oxide [ZnO],N/A,benzoic acid,unknown,26,0,2.00E-06,0.33
nbi_0096,metal oxide,zinc oxide [ZnO],N/A,benzoic acid,unknown,26,0,1.00E-05,0.08
nbi_0096,metal oxide,zinc oxide [ZnO],N/A,benzoic acid,unknown,26,0,5.00E-05,0.21
nbi_0096,metal oxide,zinc oxide [ZnO],N/A,benzoic acid,unknown,26,0,0.00025,0.2
nbi_0097,metal oxide,silicon dioxide [SiO2],N/A,unknown,unknown,54,+,1.60E-08,0.29
nbi_0097,metal oxide,silicon dioxide [SiO2],N/A,unknown,unknown,54,+,8.00E-08,0.21
nbi_0097,metal oxide,silicon dioxide [SiO2],N/A,unknown,unknown,54,+,4.00E-07,0.17
nbi_0097,metal oxide,silicon dioxide [SiO2],N/A,unknown,unknown,54,+,2.00E-06,0.13
nbi_0097,metal oxide,silicon dioxide [SiO2],N/A,unknown,unknown,54,+,1.00E-05,0.18
nbi_0097,metal oxide,silicon dioxide [SiO2],N/A,unknown,unknown,54,+,5.00E-05,0.14
nbi_0097,metal oxide,silicon dioxide [SiO2],N/A,unknown,unknown,54,+,0.00025,0.21
nbi_0105,metal,silver [Ag],N/A,citrate,spherical,10.1,0,1.40E-08,0.08
nbi_0105,metal,silver [Ag],N/A,citrate,spherical,10.1,0,7.20E-08,0.05
nbi_0105,metal,silver [Ag],N/A,citrate,spherical,10.1,0,3.60E-07,0.2
nbi_0105,metal,silver [Ag],N/A,citrate,spherical,10.1,0,1.00E-06,0.1
nbi_0105,metal,silver [Ag],N/A,citrate,spherical,10.1,0,9.00E-06,0.54
nbi_0105,metal,silver [Ag],N/A,citrate,spherical,10.1,0,4.50E-05,0.85
nbi_0105,metal,silver [Ag],N/A,citrate,spherical,10.1,0,0.000225,1
nbi_0106,metal,silver [Ag],gold [Au],phosphate,spherical,20.7,0,1.60E-08,0.17
nbi_0106,metal,silver [Ag],gold [Au],phosphate,spherical,20.7,0,8.00E-08,0.13
nbi_0106,metal,silver [Ag],gold [Au],phosphate,spherical,20.7,0,4.00E-07,0.08
nbi_0106,metal,silver [Ag],gold [Au],phosphate,spherical,20.7,0,2.00E-06,0.08
nbi_0106,metal,silver [Ag],gold [Au],phosphate,spherical,20.7,0,1.00E-05,0.5
nbi_0106,metal,silver [Ag],gold [Au],phosphate,spherical,20.7,0,5.00E-05,0.82
nbi_0106,metal,silver [Ag],gold [Au],phosphate,spherical,20.7,0,0.00025,0.92
nbi_0107,metal,silver [Ag],gold [Au],phosphate,spherical,33.15,0,1.60E-08,0
nbi_0107,metal,silver [Ag],gold [Au],phosphate,spherical,33.15,0,8.00E-08,0.2
nbi_0107,metal,silver [Ag],gold [Au],phosphate,spherical,33.15,0,4.00E-07,0
nbi_0107,metal,silver [Ag],gold [Au],phosphate,spherical,33.15,0,2.00E-06,0.08
nbi_0107,metal,silver [Ag],gold [Au],phosphate,spherical,33.15,0,1.00E-05,0.13
nbi_0107,metal,silver [Ag],gold [Au],phosphate,spherical,33.15,0,5.00E-05,0.14
nbi_0107,metal,silver [Ag],gold [Au],phosphate,spherical,33.15,0,0.00025,1
nbi_0108,metal,silver [Ag],gold [Au],phosphate,spherical,40.8,0,1.60E-08,0.27
nbi_0108,metal,silver [Ag],gold [Au],phosphate,spherical,40.8,0,8.00E-08,0.09
nbi_0108,metal,silver [Ag],gold [Au],phosphate,spherical,40.8,0,4.00E-07,0.1
nbi_0108,metal,silver [Ag],gold [Au],phosphate,spherical,40.8,0,2.00E-06,0.37
nbi_0108,metal,silver [Ag],gold [Au],phosphate,spherical,40.8,0,1.00E-05,0.25
nbi_0108,metal,silver [Ag],gold [Au],phosphate,spherical,40.8,0,5.00E-05,0.47
nbi_0108,metal,silver [Ag],gold [Au],phosphate,spherical,40.8,0,0.00025,1
nbi_0109,metal,silver [Ag],gold [Au],phosphate,spherical,52.95,0,1.60E-08,0.26
nbi_0109,metal,silver [Ag],gold [Au],phosphate,spherical,52.95,0,8.00E-08,0.14
nbi_0109,metal,silver [Ag],gold [Au],phosphate,spherical,52.95,0,4.00E-07,0.01
nbi_0109,metal,silver [Ag],gold [Au],phosphate,spherical,52.95,0,2.00E-06,0.12
nbi_0109,metal,silver [Ag],gold [Au],phosphate,spherical,52.95,0,1.00E-05,0.14
nbi_0109,metal,silver [Ag],gold [Au],phosphate,spherical,52.95,0,5.00E-05,0.74
nbi_0109,metal,silver [Ag],gold [Au],phosphate,spherical,52.95,0,0.00025,1
nbi_0110,metal,silver [Ag],gold [Au],phosphate,spherical,61.45,0,1.60E-08,0.03
nbi_0110,metal,silver [Ag],gold [Au],phosphate,spherical,61.45,0,8.00E-08,0.16
nbi_0110,metal,silver [Ag],gold [Au],phosphate,spherical,61.45,0,4.00E-07,0
nbi_0110,metal,silver [Ag],gold [Au],phosphate,spherical,61.45,0,2.00E-06,0.11
nbi_0110,metal,silver [Ag],gold [Au],phosphate,spherical,61.45,0,1.00E-05,0.28
nbi_0110,metal,silver [Ag],gold [Au],phosphate,spherical,61.45,0,5.00E-05,0.47
nbi_0110,metal,silver [Ag],gold [Au],phosphate,spherical,61.45,0,0.00025,1
nbi_0111,metal,silver [Ag],gold [Au],phosphate,spherical,67.9,0,1.40E-08,0.03
nbi_0111,metal,silver [Ag],gold [Au],phosphate,spherical,67.9,0,6.80E-08,0.16
nbi_0111,metal,silver [Ag],gold [Au],phosphate,spherical,67.9,0,3.40E-07,0.14
nbi_0111,metal,silver [Ag],gold [Au],phosphate,spherical,67.9,0,1.00E-06,0.17
nbi_0111,metal,silver [Ag],gold [Au],phosphate,spherical,67.9,0,8.00E-06,0.41
nbi_0111,metal,silver [Ag],gold [Au],phosphate,spherical,67.9,0,4.20E-05,0.74
nbi_0111,metal,silver [Ag],gold [Au],phosphate,spherical,67.9,0,0.000212,0.99
nbi_0112,metal,silver [Ag],gold [Au],phosphate,spherical,70.25,0,1.60E-08,0.03
nbi_0112,metal,silver [Ag],gold [Au],phosphate,spherical,70.25,0,8.00E-08,0.02
nbi_0112,metal,silver [Ag],gold [Au],phosphate,spherical,70.25,0,4.00E-07,0
nbi_0112,metal,silver [Ag],gold [Au],phosphate,spherical,70.25,0,2.00E-06,0.16
nbi_0112,metal,silver [Ag],gold [Au],phosphate,spherical,70.25,0,1.00E-05,0.24
nbi_0112,metal,silver [Ag],gold [Au],phosphate,spherical,70.25,0,5.00E-05,0.45
nbi_0112,metal,silver [Ag],gold [Au],phosphate,spherical,70.25,0,0.00025,1
nbi_0113,metal,silver [Ag],gold [Au],phosphate,spherical,92.25,0,1.40E-08,0.16
nbi_0113,metal,silver [Ag],gold [Au],phosphate,spherical,92.25,0,6.90E-08,0.09
nbi_0113,metal,silver [Ag],gold [Au],phosphate,spherical,92.25,0,3.40E-07,0.08
nbi_0113,metal,silver [Ag],gold [Au],phosphate,spherical,92.25,0,1.00E-06,0.08
nbi_0113,metal,silver [Ag],gold [Au],phosphate,spherical,92.25,0,8.00E-06,0.01
nbi_0113,metal,silver [Ag],gold [Au],phosphate,spherical,92.25,0,4.30E-05,0.75
nbi_0113,metal,silver [Ag],gold [Au],phosphate,spherical,92.25,0,0.000215,1
nbi_0114,metal,silver [Ag],gold [Au],phosphate,spherical,101.05,0,1.60E-08,0
nbi_0114,metal,silver [Ag],gold [Au],phosphate,spherical,101.05,0,8.00E-08,0.01
nbi_0114,metal,silver [Ag],gold [Au],phosphate,spherical,101.05,0,4.00E-07,0.08
nbi_0114,metal,silver [Ag],gold [Au],phosphate,spherical,101.05,0,2.00E-06,0.08
nbi_0114,metal,silver [Ag],gold [Au],phosphate,spherical,101.05,0,1.00E-05,0
nbi_0114,metal,silver [Ag],gold [Au],phosphate,spherical,101.05,0,5.00E-05,0.1
nbi_0114,metal,silver [Ag],gold [Au],phosphate,spherical,101.05,0,0.00025,1
nbi_0115,metal,silver [Ag],gold [Au],phosphate,spherical,122.1,0,1.60E-08,0.09
nbi_0115,metal,silver [Ag],gold [Au],phosphate,spherical,122.1,0,8.00E-08,0.09
nbi_0115,metal,silver [Ag],gold [Au],phosphate,spherical,122.1,0,4.00E-07,0
nbi_0115,metal,silver [Ag],gold [Au],phosphate,spherical,122.1,0,2.00E-06,0.25
nbi_0115,metal,silver [Ag],gold [Au],phosphate,spherical,122.1,0,1.00E-05,0.08
nbi_0115,metal,silver [Ag],gold [Au],phosphate,spherical,122.1,0,5.00E-05,0.09
nbi_0115,metal,silver [Ag],gold [Au],phosphate,spherical,122.1,0,0.00025,1
nbi_0127,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.7,-,1.60E-08,0.12
nbi_0127,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.7,-,8.00E-08,0.21
nbi_0127,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.7,-,4.00E-07,0.25
nbi_0127,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.7,-,2.00E-06,0.25
nbi_0127,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.7,-,1.00E-05,0.38
nbi_0127,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.7,-,5.00E-05,0.33
nbi_0127,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.7,-,0.00012,0.08
nbi_0128,metal oxide,iron oxide [Fe2O3],N/A,unknown,unknown,110,-,1.60E-08,0.18
nbi_0128,metal oxide,iron oxide [Fe2O3],N/A,unknown,unknown,110,-,8.00E-08,0.17
nbi_0128,metal oxide,iron oxide [Fe2O3],N/A,unknown,unknown,110,-,4.00E-07,0.16
nbi_0128,metal oxide,iron oxide [Fe2O3],N/A,unknown,unknown,110,-,2.00E-06,0.2
nbi_0128,metal oxide,iron oxide [Fe2O3],N/A,unknown,unknown,110,-,1.00E-05,0.12
nbi_0128,metal oxide,iron oxide [Fe2O3],N/A,unknown,unknown,110,-,5.00E-05,0.26
nbi_0128,metal oxide,iron oxide [Fe2O3],N/A,unknown,unknown,110,-,0.00022,0.13
nbi_0129,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4,+,1.60E-08,0
nbi_0129,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4,+,8.00E-08,0
nbi_0129,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4,+,4.00E-07,0.07
nbi_0129,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4,+,2.00E-06,0
nbi_0129,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4,+,1.00E-05,0
nbi_0129,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4,+,5.00E-05,0.08
nbi_0129,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4,+,0.0002,0.19
nbi_0130,metal oxide,zinc oxide [ZnO],N/A,ferric oxide,unknown,4,0,1.60E-08,0.04
nbi_0130,metal oxide,zinc oxide [ZnO],N/A,ferric oxide,unknown,4,0,8.00E-08,0
nbi_0130,metal oxide,zinc oxide [ZnO],N/A,ferric oxide,unknown,4,0,4.00E-07,0
nbi_0130,metal oxide,zinc oxide [ZnO],N/A,ferric oxide,unknown,4,0,2.00E-06,0
nbi_0130,metal oxide,zinc oxide [ZnO],N/A,ferric oxide,unknown,4,0,1.00E-05,0
nbi_0130,metal oxide,zinc oxide [ZnO],N/A,ferric oxide,unknown,4,0,5.00E-05,0.05
nbi_0130,metal oxide,zinc oxide [ZnO],N/A,ferric oxide,unknown,4,0,1.00E-04,0.01
nbi_0132,semiconductor,lead sulfide [PbS],N/A,"3-mercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,1.60E-08,0.08
nbi_0132,semiconductor,lead sulfide [PbS],N/A,"3-mercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,8.00E-08,0.05
nbi_0132,semiconductor,lead sulfide [PbS],N/A,"3-mercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,4.00E-07,0.16
nbi_0132,semiconductor,lead sulfide [PbS],N/A,"3-mercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,2.00E-06,0.08
nbi_0132,semiconductor,lead sulfide [PbS],N/A,"3-mercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,1.00E-05,0.29
nbi_0132,semiconductor,lead sulfide [PbS],N/A,"3-mercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,5.00E-05,0.36
nbi_0132,semiconductor,lead sulfide [PbS],N/A,"3-mercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,6.00E-05,0.98
nbi_0133,semiconductor,lead sulfide [PbS],N/A,"3-mercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,1.60E-08,0
nbi_0133,semiconductor,lead sulfide [PbS],N/A,"3-mercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,8.00E-08,0
nbi_0133,semiconductor,lead sulfide [PbS],N/A,"3-mercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,4.00E-07,0.02
nbi_0133,semiconductor,lead sulfide [PbS],N/A,"3-mercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,2.00E-06,0.03
nbi_0133,semiconductor,lead sulfide [PbS],N/A,"3-mercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,1.00E-05,0.1
nbi_0133,semiconductor,lead sulfide [PbS],N/A,"3-mercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,5.00E-05,0.68
nbi_0133,semiconductor,lead sulfide [PbS],N/A,"3-mercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,6.00E-05,1
nbi_0134,semiconductor,lead sulfide [PbS],N/A,"2,3-dimercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,1.60E-08,0.21
nbi_0134,semiconductor,lead sulfide [PbS],N/A,"2,3-dimercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,8.00E-08,0.13
nbi_0134,semiconductor,lead sulfide [PbS],N/A,"2,3-dimercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,4.00E-07,0.17
nbi_0134,semiconductor,lead sulfide [PbS],N/A,"2,3-dimercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,2.00E-06,0.05
nbi_0134,semiconductor,lead sulfide [PbS],N/A,"2,3-dimercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,1.00E-05,0.05
nbi_0134,semiconductor,lead sulfide [PbS],N/A,"2,3-dimercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,5.00E-05,0.1
nbi_0134,semiconductor,lead sulfide [PbS],N/A,"2,3-dimercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,0.000125,0.05
nbi_0135,semiconductor,lead sulfide [PbS],N/A,"2,3-dimercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,1.60E-08,0
nbi_0135,semiconductor,lead sulfide [PbS],N/A,"2,3-dimercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,8.00E-08,0.04
nbi_0135,semiconductor,lead sulfide [PbS],N/A,"2,3-dimercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,4.00E-07,0
nbi_0135,semiconductor,lead sulfide [PbS],N/A,"2,3-dimercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,2.00E-06,0.08
nbi_0135,semiconductor,lead sulfide [PbS],N/A,"2,3-dimercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,1.00E-05,0.08
nbi_0135,semiconductor,lead sulfide [PbS],N/A,"2,3-dimercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,5.00E-05,0.13
nbi_0135,semiconductor,lead sulfide [PbS],N/A,"2,3-dimercaptopropanesulfonic acid, sodium salt",spherical,3.2,0,0.000125,0.05
nbi_0136,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,14.6,+,1.60E-08,0.05
nbi_0136,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,14.6,+,8.00E-08,0.29
nbi_0136,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,14.6,+,4.00E-07,0.12
nbi_0136,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,14.6,+,2.00E-06,0.12
nbi_0136,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,14.6,+,1.00E-05,0.04
nbi_0136,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,14.6,+,5.00E-05,0.05
nbi_0136,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,14.6,+,0.00025,0.25
nbi_0137,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,33.6,+,1.60E-08,0.16
nbi_0137,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,33.6,+,8.00E-08,0.01
nbi_0137,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,33.6,+,4.00E-07,0.11
nbi_0137,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,33.6,+,2.00E-06,0.12
nbi_0137,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,33.6,+,1.00E-05,0.04
nbi_0137,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,33.6,+,5.00E-05,0.07
nbi_0137,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,33.6,+,0.00025,0.14
nbi_0138,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.5,+,1.60E-08,0.12
nbi_0138,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.5,+,8.00E-08,0.18
nbi_0138,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.5,+,4.00E-07,0.24
nbi_0138,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.5,+,2.00E-06,0.14
nbi_0138,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.5,+,1.00E-05,0.13
nbi_0138,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.5,+,5.00E-05,0.13
nbi_0138,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.5,+,0.00025,0.36
nbi_0139,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,10.2,+,1.60E-08,0.18
nbi_0139,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,10.2,+,8.00E-08,0.11
nbi_0139,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,10.2,+,4.00E-07,0.04
nbi_0139,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,10.2,+,2.00E-06,0.02
nbi_0139,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,10.2,+,1.00E-05,0.17
nbi_0139,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,10.2,+,5.00E-05,0.17
nbi_0139,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,10.2,+,0.00025,0.25
nbi_0140,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.9,-,1.60E-08,0.17
nbi_0140,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.9,-,8.00E-08,0.12
nbi_0140,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.9,-,4.00E-07,0.2
nbi_0140,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.9,-,2.00E-06,0.08
nbi_0140,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.9,-,1.00E-05,0.06
nbi_0140,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.9,-,5.00E-05,0.12
nbi_0140,metal oxide,zinc oxide [ZnO],N/A,unknown,unknown,4.9,-,0.00025,0.04
nbi_0147,cellulose,cellulose,N/A,unknown,fibrous,18,0,2.00E-06,0.03
nbi_0147,cellulose,cellulose,N/A,unknown,fibrous,18,0,1.00E-05,0.03
nbi_0147,cellulose,cellulose,N/A,unknown,fibrous,18,0,5.00E-05,0.02
nbi_0147,cellulose,cellulose,N/A,unknown,fibrous,18,0,0.00025,0.7
nbi_0147,cellulose,cellulose,N/A,unknown,fibrous,18,0,0.005,1
nbi_0148,cellulose,cellulose,N/A,carboxyl,fibrous,18,-,2.00E-06,0.02
nbi_0148,cellulose,cellulose,N/A,carboxyl,fibrous,18,-,1.00E-05,0.04
nbi_0148,cellulose,cellulose,N/A,carboxyl,fibrous,18,-,5.00E-05,0.04
nbi_0148,cellulose,cellulose,N/A,carboxyl,fibrous,18,-,0.00025,0.11
nbi_0148,cellulose,cellulose,N/A,carboxyl,fibrous,18,-,0.005,0.29
nbi_0149,cellulose,cellulose,N/A,carboxyl,fibrous,18,-,2.00E-06,0.04
nbi_0149,cellulose,cellulose,N/A,carboxyl,fibrous,18,-,1.00E-05,0.02
nbi_0149,cellulose,cellulose,N/A,carboxyl,fibrous,18,-,5.00E-05,0.04
nbi_0149,cellulose,cellulose,N/A,carboxyl,fibrous,18,-,0.00025,0.12
nbi_0149,cellulose,cellulose,N/A,carboxyl,fibrous,18,-,0.005,0.97
nbi_0150,cellulose,cellulose,N/A,carboxyl,fibrous,18,0,2.00E-07,0.04
